Date,Open,High,Low,Close,Adj Close,Volume
2020-03-17,13.600000,13.840000,13.000000,13.000000,13.000000,149228500
2020-03-18,11.790000,12.270000,10.870000,11.290000,11.290000,162515200
2020-03-19,11.070000,13.070000,10.850000,12.210000,12.210000,157065200
2020-03-20,0.000000,0.000000,0.000000,12.000000,12.000000,0
